"","B","C1","C2","D","E","F","G","H","I","J","K","L","M","N","P","Q","T","X","Y"
"1","a","b","b","c","a","c","a","a","b","b","c","b","a","a","c","a","c","c","a"
"2","b","c","c","b","a","a","a","a","a","b","c","c","b","a","c","a","c","c","a"
"3","c","c","b","a","b","a","a","b","a","b","c","a","b","c","a","a","b","a","b"
"4","b","b","b","b","a","a","a","a","c","b","c","b","a","a","a","a","c","c","a"
"5","b","b","a","b","a","c","a","b","c","c","a","b","a","b","c","c","c","c","b"
"6","a","c","b","b","c","a","a","c","b","b","c","c","b","a","a","c","a","c","a"
"7","a","a","a","b","a","b","a","a","a","b","a","b","b","a","b","b","a","a","c"
"8","c","c","c","b","a","b","b","b","b","c","b","c","c","c","b","b","a","c","a"
"9","c","b","c","a","b","a","a","a","c","a","c","b","a","a","a","a","c","c","b"
"10","c","b","b","a","c","a","b","a","b","b","c","a","b","a","c","a","c","c","a"
"11","c","c","b","b","a","a","a","a","b","b","a","b","b","a","b","b","a","c","a"
"12","b","b","c","a","a","b","a","a","a","b","b","c","b","b","a","c","a","b","c"
"13","b","c","b","b","a","c","a","a","c","c","c","b","a","a","a","a","b","c","c"
"14","a","c","a","b","a","c","a","a","b","b","c","b","a","a","b","b","b","a","b"
"15","a","c","a","c","b","b","a","b","c","b","c","c","c","c","a","b","c","a","a"
"16","a","b","c","c","a","a","a","a","a","b","c","b","a","a","a","a","c","c","a"
"17","a","a","a","a","a","a","a","a","b","c","b","c","c","c","a","a","b","b","c"
"18","b","b","b","c","c","b","a","c","b","b","c","a","c","c","a","a","c","c","a"
"19","b","a","a","b","b","c","a","a","b","b","c","c","c","a","c","a","a","a","a"
"20","a","b","a","c","b","a","a","b","c","b","c","a","b","a","c","a","a","a","a"
"21","c","c","c","a","b","b","a","b","c","b","c","a","b","a","b","b","b","b","c"
"22","b","c","c","c","c","b","b","a","b","b","b","c","c","c","a","a","a","b","a"
"23","c","c","b","b","a","b","a","a","a","c","b","c","a","c","a","a","a","c","a"
"24","a","c","a","a","b","c","a","b","c","c","b","c","c","b","b","b","a","b","a"
"25","c","b","b","a","a","a","a","a","c","a","c","a","a","a","a","b","b","b","a"
"26","a","a","a","b","a","c","a","a","b","a","c","a","b","c","a","a","a","c","a"
"27","c","c","c","b","a","c","a","c","b","b","c","a","b","a","a","a","a","b","a"
"28","c","c","c","a","a","a","a","a","c","b","c","a","b","a","a","a","a","c","a"
"29","a","c","c","c","a","b","a","a","b","b","b","c","b","a","a","a","a","b","a"
"30","a","b","c","b","a","b","a","a","b","c","b","a","c","b","a","c","a","c","a"
"31","b","b","c","b","a","b","a","a","a","c","a","b","a","a","c","c","c","c","b"
"32","b","c","a","b","a","a","a","a","a","a","b","c","b","a","a","a","a","c","a"
"33","a","a","c","b","a","c","a","a","a","b","c","b","a","a","b","c","c","c","b"
"34","b","b","b","c","a","b","a","a","a","a","b","c","a","c","c","c","c","c","a"
"35","b","b","c","c","c","b","a","c","b","c","a","b","a","a","a","c","a","a","a"
"36","b","b","c","c","a","a","a","a","c","c","c","c","b","a","c","a","c","c","c"
"37","a","b","a","b","c","a","a","c","b","b","c","c","a","a","c","a","c","a","c"
"38","c","b","c","b","a","c","b","c","b","a","b","c","b","a","a","a","a","a","a"
"39","c","b","c","a","c","b","a","c","b","b","c","c","a","a","a","a","a","c","a"
"40","b","a","c","b","b","c","a","b","c","b","c","a","b","a","a","c","b","b","a"
"41","b","c","a","c","a","a","b","b","a","c","b","a","c","c","c","a","a","b","a"
"42","c","b","b","a","b","a","c","a","b","b","b","c","a","a","a","a","a","c","a"
"43","c","b","b","b","b","a","a","a","a","b","c","b","a","a","c","c","c","c","a"
"44","b","c","a","b","c","c","a","c","b","b","c","b","a","a","a","a","a","a","a"
"45","b","b","c","b","a","c","a","c","a","b","c","b","a","a","c","c","c","c","a"
"46","a","a","a","a","b","b","a","b","c","b","c","a","b","a","a","a","a","a","c"
"47","b","b","c","b","c","c","b","c","b","a","b","a","c","c","a","a","a","a","a"
"48","c","b","c","a","b","b","a","b","b","c","c","a","c","c","c","a","a","c","b"
"49","b","a","b","b","a","a","a","a","c","a","b","a","b","c","c","a","c","c","c"
"50","a","b","c","b","a","c","a","a","a","b","c","c","b","c","c","c","b","b","a"
"51","b","b","b","b","a","a","c","a","a","b","c","c","a","a","a","a","a","b","a"
"52","c","c","c","a","b","b","b","c","b","c","b","c","a","a","c","c","a","c","a"
"53","b","a","c","b","c","a","a","c","b","a","a","b","a","a","a","a","c","c","b"
"54","b","c","b","c","c","b","a","b","b","b","a","b","b","c","a","c","a","a","c"
"55","b","c","c","c","c","c","c","a","b","b","c","c","a","a","a","a","a","a","a"
"56","c","b","b","a","c","b","a","c","b","c","c","b","b","b","b","c","b","b","c"
"57","c","b","b","a","a","b","a","a","c","b","a","b","a","a","a","a","a","c","a"
"58","a","c","b","b","a","c","a","a","b","a","b","c","c","c","b","b","b","b","b"
"59","b","b","b","b","b","a","a","b","b","b","c","a","b","c","a","a","a","c","a"
"60","a","c","b","b","c","c","c","a","c","c","a","a","a","c","a","a","b","b","b"
"61","a","b","b","b","c","c","b","a","c","b","a","b","a","a","a","c","a","a","a"
"62","c","b","b","c","a","b","a","a","b","b","c","a","b","a","a","a","b","b","a"
"63","b","a","c","b","b","c","a","b","b","b","c","a","b","c","a","a","a","a","a"
"64","a","a","a","c","c","c","c","b","b","c","c","a","c","b","c","c","c","c","b"
"65","a","b","b","b","c","c","a","c","c","c","b","c","c","c","a","b","c","c","b"
"66","a","b","a","c","a","b","a","a","a","b","c","b","a","a","a","a","c","a","a"
"67","b","b","c","c","c","b","b","a","b","b","c","c","b","a","b","b","b","b","c"
"68","b","b","b","b","a","c","a","a","c","b","c","b","a","a","a","a","a","c","a"
"69","b","b","c","c","c","a","a","c","a","b","c","c","a","a","a","a","c","b","a"
"70","b","b","c","b","c","c","b","a","b","b","b","c","a","a","a","a","a","a","b"
"71","a","c","a","b","c","a","b","a","c","b","c","b","b","c","a","b","a","a","a"
"72","b","c","b","a","a","a","b","b","c","b","c","c","a","a","c","c","a","c","c"
"73","b","b","c","b","a","a","a","a","b","b","c","b","a","a","c","c","c","b","a"
"74","b","a","a","b","a","c","a","a","c","b","c","a","b","c","b","b","a","a","a"
"75","b","a","c","a","c","a","a","c","a","c","c","b","a","a","a","a","a","c","a"
"76","a","b","b","b","a","c","b","b","a","c","c","a","b","a","c","a","a","c","b"
"77","b","b","c","b","a","a","a","a","a","a","b","c","a","a","c","a","a","b","a"
"78","b","c","c","b","b","a","b","a","b","c","a","b","a","a","b","a","a","c","a"
"79","c","a","b","b","a","a","b","a","a","b","c","c","c","c","a","b","c","c","a"
"80","c","b","c","a","c","a","a","c","b","b","a","b","c","c","a","b","a","c","a"
"81","b","c","b","a","a","a","a","a","c","c","c","c","b","a","a","a","b","b","b"
"82","b","b","c","b","a","c","a","a","b","b","c","a","b","c","b","b","b","a","a"
"83","c","a","c","b","a","b","b","b","c","a","b","c","a","a","b","b","b","c","b"
"84","b","b","b","c","a","c","a","a","b","a","b","c","b","b","c","c","c","c","a"
"85","b","b","c","c","b","b","a","b","b","c","b","a","c","c","c","c","b","b","a"
"86","b","a","c","b","a","c","a","a","c","c","c","a","b","c","a","c","c","c","b"
"87","a","c","a","c","b","b","b","c","c","c","a","a","a","a","b","a","b","b","b"
"88","b","b","b","a","c","a","a","a","c","b","c","b","a","a","a","c","a","a","a"
"89","a","c","a","a","c","b","a","a","b","a","b","a","c","c","b","b","b","c","b"
"90","c","c","b","a","b","c","a","a","a","c","c","c","c","b","a","a","b","a","b"
"91","b","b","a","b","b","b","b","a","c","b","c","c","b","a","b","c","a","a","a"
"92","a","c","b","c","a","c","a","a","b","b","c","b","a","a","a","a","a","b","a"
"93","b","b","b","a","a","a","a","a","c","c","b","c","c","b","a","a","a","a","a"
"94","b","a","b","b","a","b","a","a","c","b","b","c","a","a","a","b","b","c","c"
"95","c","b","b","a","c","b","b","c","a","b","c","a","b","c","c","c","c","c","a"
"96","b","b","c","c","a","a","a","a","c","b","c","c","c","b","a","a","b","b","a"
"97","c","a","b","a","a","b","a","a","a","b","c","b","a","a","c","a","a","c","a"
"98","c","a","b","b","b","a","a","c","c","b","c","b","a","a","b","b","b","a","c"
"99","b","b","b","b","b","a","a","a","b","b","b","a","c","a","a","a","a","c","a"
"100","c","b","b","a","a","a","a","a","a","c","c","a","b","a","a","a","a","a","a"
"101","b","b","b","b","b","a","a","b","c","a","b","c","a","c","a","a","c","c","a"
"102","a","b","a","b","a","c","a","b","a","c","a","c","c","b","a","b","a","a","a"
"103","a","a","a","c","a","a","b","b","c","c","b","c","b","b","a","a","b","b","c"
"104","a","b","b","c","c","b","a","c","b","a","b","c","a","a","c","c","c","c","a"
"105","b","c","b","b","a","c","a","a","b","c","c","b","a","a","a","a","c","c","a"
"106","b","b","b","c","a","b","b","b","a","a","b","c","c","c","c","a","c","c","a"
"107","c","c","c","a","b","a","a","a","b","b","c","b","a","a","b","a","b","b","c"
"108","a","b","b","b","c","c","a","c","a","b","b","c","c","c","c","c","a","c","a"
"109","c","a","c","b","c","c","b","a","b","c","c","c","b","b","b","c","a","c","c"
"110","c","b","b","a","a","b","a","b","c","c","b","c","c","c","c","a","b","b","c"
"111","b","b","c","c","a","a","a","a","a","b","c","a","b","c","a","b","a","a","a"
"112","a","c","a","b","c","b","a","c","b","b","a","c","c","b","b","c","a","a","a"
"113","c","a","b","a","a","b","a","a","a","a","b","c","a","a","c","c","c","c","b"
"114","b","b","a","b","b","b","a","a","a","b","b","a","b","a","a","a","b","c","c"
"115","b","c","a","c","c","a","a","c","b","b","c","a","b","a","b","b","a","a","a"
"116","c","b","c","a","b","a","a","b","b","c","b","c","b","c","a","a","c","c","a"
"117","a","b","b","b","a","c","a","a","b","b","b","a","c","a","b","a","a","c","b"
"118","a","b","b","b","a","c","a","a","a","a","b","c","c","c","a","a","c","c","a"
"119","c","c","c","a","a","a","a","a","c","b","c","c","c","c","c","a","b","b","c"
"120","b","c","c","b","a","a","b","a","c","b","c","c","b","a","c","b","c","a","a"
"121","b","c","c","b","a","c","b","b","c","b","c","c","a","a","a","a","a","b","a"
"122","a","c","b","c","a","a","a","a","c","b","c","a","b","a","a","c","a","c","a"
"123","c","c","b","a","c","b","b","a","c","b","b","c","a","a","c","c","c","c","a"
"124","b","a","c","b","a","c","a","a","c","c","a","a","a","b","a","a","b","b","c"
"125","c","b","b","a","c","a","b","c","b","b","c","c","c","c","b","b","c","c","a"
"126","c","a","b","c","b","b","a","b","a","b","c","a","b","a","b","b","b","a","c"
"127","b","b","c","b","b","b","a","a","c","b","c","c","a","a","a","a","a","b","a"
"128","c","b","b","b","c","c","a","a","b","a","b","c","c","c","a","a","b","b","a"
"129","a","a","b","b","c","b","a","c","b","c","b","c","a","a","c","a","c","b","b"
"130","a","c","c","b","a","b","a","c","a","b","c","a","c","c","c","a","c","c","a"
"131","b","b","a","b","a","b","c","a","b","b","c","b","a","a","a","a","b","a","c"
"132","a","b","b","a","a","a","a","a","b","b","c","b","a","a","c","a","c","c","a"
"133","a","c","a","b","a","a","a","a","c","b","c","a","b","a","a","a","a","a","b"
"134","b","a","a","c","a","c","a","a","b","b","c","b","a","a","a","a","a","a","a"
"135","b","c","c","b","a","a","a","b","b","b","c","a","c","c","a","a","b","b","b"
"136","a","a","a","b","c","c","a","c","b","b","c","b","b","a","b","a","a","a","b"
"137","a","c","c","a","b","c","a","b","b","b","c","b","a","a","a","b","a","a","a"
"138","b","a","a","c","b","b","a","b","c","b","b","c","a","a","a","b","c","a","a"
"139","b","b","b","b","a","a","a","a","a","b","c","a","a","a","a","a","a","c","a"
"140","c","a","c","a","a","a","a","a","a","b","b","b","b","a","a","a","a","b","a"
"141","a","b","b","b","a","c","a","a","c","b","c","c","a","b","b","a","c","c","b"
"142","b","b","b","b","a","c","a","b","b","c","b","a","a","a","b","b","a","a","a"
"143","b","b","b","c","a","b","a","a","b","c","c","b","a","a","b","c","a","c","a"
"144","a","a","a","b","a","b","c","a","b","c","b","c","a","a","a","a","a","b","a"
"145","a","b","c","c","a","a","a","a","c","a","c","b","a","b","a","b","c","c","a"
"146","c","a","c","b","b","c","b","a","c","b","c","a","c","c","a","c","a","c","b"
"147","c","b","b","b","a","a","a","a","a","b","b","a","c","b","a","a","a","c","a"
"148","a","a","a","c","a","b","b","a","c","b","a","b","a","a","a","a","a","a","a"
"149","c","a","c","a","b","c","a","b","b","b","b","c","b","c","a","a","c","b","b"
"150","c","c","a","a","b","c","a","b","a","c","c","a","b","b","b","b","b","b","c"
"151","b","b","b","b","a","a","a","a","a","b","c","a","c","c","a","a","a","c","a"
"152","a","b","b","b","a","c","a","a","a","b","c","a","b","a","a","b","a","c","a"
"153","b","b","b","a","b","a","b","a","c","b","c","c","c","c","a","a","a","b","a"
"154","b","a","b","c","b","a","a","c","b","b","c","a","c","c","a","c","c","c","b"
"155","c","b","c","b","b","c","a","a","c","b","c","c","a","a","b","b","c","b","a"
"156","c","c","c","b","a","a","a","a","b","b","c","c","c","c","c","c","c","c","a"
"157","b","a","a","b","a","b","a","a","b","b","c","a","a","a","a","b","a","a","a"
