"","B","C1","C2","D","E","F","G","H","I","J","K","L","M","N","P","Q","T","X","Y"
"1","a","c","a","b","b","c","b","a","c","b","c","c","a","a","c","a","b","a","b"
"2","a","c","a","a","a","c","a","a","a","b","c","c","c","c","b","c","b","a","c"
"3","b","b","c","b","a","c","a","a","c","c","b","a","a","a","b","b","b","b","a"
"4","c","c","b","b","b","a","a","b","b","b","c","c","b","c","c","a","c","c","a"
"5","c","b","a","b","a","b","a","a","b","b","c","b","a","a","c","c","a","a","a"
"6","a","b","a","c","c","b","c","c","b","b","c","b","a","a","b","a","b","b","a"
"7","b","b","b","c","a","b","a","a","b","b","c","a","b","c","c","a","a","c","a"
"8","b","c","a","b","b","c","a","b","b","c","c","a","b","b","c","a","c","b","a"
"9","a","c","b","b","a","b","c","a","a","b","c","a","c","a","b","a","a","a","a"
"10","a","c","c","c","c","a","b","a","b","b","c","a","a","a","a","c","a","a","a"
"11","b","b","c","c","c","a","b","a","b","a","b","c","a","a","c","a","c","c","b"
"12","b","b","b","b","c","c","b","a","b","c","c","a","b","c","a","a","a","c","a"
"13","a","a","b","a","a","a","a","a","c","b","b","a","b","a","a","a","c","c","b"
"14","c","b","b","b","a","c","a","a","b","a","c","a","b","c","c","c","c","b","a"
"15","b","c","b","b","c","c","b","a","b","b","b","c","a","a","c","a","c","c","a"
"16","a","a","b","c","c","b","a","b","b","a","b","c","a","a","a","a","c","c","b"
"17","c","c","a","b","a","c","a","a","b","b","c","a","b","a","a","a","a","a","a"
"18","b","c","b","c","c","b","c","c","b","b","a","b","a","a","a","b","c","c","a"
"19","a","a","a","b","a","a","a","a","a","b","c","a","a","a","a","a","a","a","a"
"20","b","b","c","b","b","b","b","a","c","b","c","b","c","c","a","c","a","b","a"
"21","c","c","c","b","c","b","b","a","b","c","c","c","b","c","a","a","a","c","a"
"22","c","b","c","a","a","b","a","a","a","c","b","c","c","a","c","c","b","b","a"
"23","b","a","b","c","c","b","a","c","b","b","c","a","b","c","c","a","c","c","b"
"24","b","b","c","c","c","a","a","b","b","b","c","b","a","a","a","a","c","b","b"
"25","b","a","c","b","c","c","b","a","a","b","c","c","b","c","a","a","a","a","b"
"26","b","c","a","c","a","b","a","c","c","a","b","c","b","c","b","c","c","c","a"
"27","b","b","a","c","a","b","a","a","c","a","a","b","c","c","b","a","a","b","a"
"28","a","b","a","a","b","c","a","b","a","b","c","c","c","c","b","a","b","a","c"
"29","a","b","c","a","a","c","b","c","b","b","c","a","b","c","c","b","a","b","a"
"30","b","c","a","b","b","c","a","b","b","b","c","c","c","b","a","b","a","a","a"
"31","a","c","a","a","c","c","c","a","b","b","b","a","c","c","c","c","c","a","a"
"32","b","b","c","c","a","c","a","a","b","b","b","c","a","a","a","a","a","b","a"
"33","b","b","c","c","c","b","a","c","b","a","c","a","b","c","a","b","b","b","a"
"34","c","c","c","b","b","b","a","b","b","b","a","b","a","a","c","c","b","b","b"
"35","b","b","c","c","b","c","a","a","c","a","c","a","b","c","b","b","a","c","a"
"36","a","b","b","b","a","a","b","a","b","c","b","c","c","c","c","a","a","b","a"
"37","b","c","a","b","c","a","a","a","a","a","c","a","a","b","c","b","c","b","a"
"38","a","c","c","b","c","c","a","a","a","c","b","c","b","c","a","c","a","a","a"
"39","a","c","a","a","a","b","a","a","c","b","c","c","b","b","c","a","c","a","a"
"40","b","a","c","c","b","b","b","c","b","b","c","c","a","a","a","a","a","a","a"
"41","a","c","c","c","a","a","a","a","b","b","c","b","c","c","b","a","a","a","a"
"42","b","a","a","b","c","b","c","a","b","a","b","a","c","c","b","a","a","b","a"
"43","c","a","b","b","a","c","a","a","b","c","b","a","a","a","a","a","a","c","a"
"44","c","c","a","b","c","c","a","c","a","b","c","a","b","a","a","c","a","a","a"
"45","c","a","a","b","a","c","b","b","a","b","a","b","a","a","a","a","a","a","a"
"46","b","a","a","c","a","b","a","a","a","b","b","c","a","a","c","c","b","a","c"
"47","a","a","b","b","a","a","b","b","c","b","c","a","b","a","a","a","a","a","c"
"48","a","b","a","a","c","b","b","a","b","b","c","b","b","a","b","b","a","a","a"
"49","a","b","a","c","b","b","a","b","c","c","a","b","b","c","c","a","b","b","c"
"50","b","a","a","c","a","b","a","a","c","b","c","b","a","a","b","b","b","b","a"
"51","a","b","c","a","a","a","a","a","b","c","b","c","a","a","c","c","c","c","a"
"52","a","c","a","a","a","a","a","a","a","a","a","b","a","a","c","c","c","c","a"
"53","a","a","c","c","a","a","b","a","a","b","c","a","b","a","a","a","a","b","c"
"54","a","a","a","b","b","c","a","b","b","b","c","c","c","b","c","c","c","a","b"
"55","a","b","b","b","b","a","c","c","b","b","c","c","b","a","b","b","b","c","c"
"56","b","b","b","a","b","b","a","b","c","b","c","a","a","a","c","c","c","c","a"
"57","a","c","c","b","c","a","c","a","b","b","b","a","c","c","c","a","b","b","c"
"58","b","a","c","b","c","c","a","c","b","b","c","c","c","b","a","a","c","b","b"
"59","b","c","a","b","b","c","a","b","c","c","b","b","a","a","b","a","b","b","b"
"60","b","b","c","b","a","c","a","a","a","a","b","c","a","a","a","c","a","c","a"
"61","b","a","c","b","a","c","a","a","a","b","c","c","c","c","b","b","b","b","c"
"62","b","c","a","c","c","c","a","c","c","c","a","b","c","c","a","c","c","b","a"
"63","b","c","c","b","a","b","b","b","b","c","a","b","b","c","c","a","c","c","a"
"64","a","c","b","b","b","b","a","a","c","b","b","b","a","a","c","a","b","b","b"
"65","c","c","c","b","a","c","a","a","a","b","c","b","a","a","b","a","b","b","b"
"66","b","b","a","c","c","b","a","c","b","c","a","b","a","a","c","c","c","b","a"
"67","c","a","b","a","c","b","b","a","b","a","c","b","b","c","a","b","c","c","b"
"68","c","a","c","b","b","b","a","b","b","b","c","a","c","c","c","a","b","a","a"
"69","b","c","b","c","a","b","a","a","a","b","c","c","c","c","a","a","c","c","a"
"70","b","c","a","b","a","a","a","a","b","a","b","c","a","b","c","c","c","c","a"
"71","c","c","a","b","a","c","a","a","a","b","c","b","b","a","a","c","a","a","a"
"72","b","a","a","b","a","c","a","a","c","b","c","a","b","c","a","a","a","a","a"
