"","B","C1","C2","D","E","F","G","H","I","J","K","L","M","N","P","Q","T","X","Y"
"1",62.6240415063651,35.8894777274763,18.0076299656682,16.6077802671703,8.74928929282269,6.76035886645288,5.63422791749342,2.42893664937138,15.5775447833881,11.4058517133392,4.48767196594354,8.02109738290428,52.3242479726124,21.5002746878427,173.742314846892,140.329444454485,42.2243141989229,60.7074553396828,162.535388059273
"2",79.7603424443921,62.3223744061184,21.1506325280024,21.9227118523026,9.93756745933451,11.0094784443807,4.46883196393953,1.86624574824904,20.7650046424078,13.6770668017649,5.13666241227223,8.75589355423353,60.3371337457024,24.0745102813887,209.815639790176,168.222887767689,50.3270928222124,71.512631915987,233.319012621066
"3",76.5830955140754,35.6583962614063,21.7374655430171,20.1972157680589,9.68288069630098,9.57269063816878,5.17560591071362,5.13440912611441,18.1404311689904,9.07500215446115,3.48610326571435,7.31431886687748,44.8055381156339,17.4104925281731,181.209600103039,144.60226639397,44.8343019287056,63.4888041548656,170.646801182723
"4",71.9037190028482,34.3472200792488,20.070646869481,15.808670771372,13.3454925784279,6.68030210478766,8.69293040371262,2.46979038814219,25.3503204066196,3.83598680947163,0.182027648922432,3.78879784488425,19.1577860843449,8.28559449617864,153.103717884765,125.404216082531,36.6242412134676,49.3297299664724,149.108100707586
"5",73.1576734703528,53.1569585780754,25.3891064230344,15.5115262544281,10.8747155566924,6.25544952926422,3.82934168967345,3.80680233537675,21.9314731669276,15.4886323782826,5.67372204836025,10.79535610308,70.2036420761766,26.228078365379,249.114114623857,200.074912851288,60.9743321253613,83.819131514355,235.74937476862
"6",70.4273495909221,34.1264774136549,12.8264285249806,19.1671595299695,13.8258003401336,8.51864306024223,5.95506891305095,7.01004040637156,26.609814763579,11.9836382907653,4.40725414468289,8.37344296721818,58.4730790426198,23.0361736450663,159.385410308623,129.042293110389,37.7501710485568,51.2721509432073,155.757974227233
"7",79.1147058196114,24.6079952559688,11.3632756701816,21.1076820510474,16.4661474335139,10.402288676985,7.13503673818333,4.77261166586181,31.4645800616797,6.63770745570414,1.571503173286,6.93513232317289,35.6816184036457,13.3662609225127,113.75218299509,92.2327545140141,27.9255717341395,37.4425752502096,110.68210546721
"8",79.6327013125797,43.4536051306922,23.789792085903,19.7348323271553,11.0139199194299,8.85964684560648,5.87127013818101,2.09511895076395,22.4045876014494,8.39639151802865,1.91658242974659,2.35985196833666,20.4633543127552,8.50038516384316,196.495904746004,159.967933449945,47.4979219368068,65.8617366802038,187.546005883068
"9",53.439852334338,7.48347195684563,2.87393094731338,18.423895184083,9.38981159548293,8.35784218729829,3.78534189902416,2.38322085824754,20.0316035887414,7.45621205840918,3.21853893716786,11.6459281805257,63.7867381589502,24.6214828220256,72.5961761778022,59.8225690878635,17.451172697775,23.6145979662271,57.661123318904
"10",68.6655607561171,35.2343189362316,17.353676622209,15.1695738209496,12.4706330292478,5.89778574086971,5.49834866065348,5.76976661697156,26.7989013049117,4.41486271110497,0.793732080637893,8.26755547124252,39.5957375236756,15.1073071909735,132.552339161926,108.01152661663,31.6804244940993,45.437926951739,142.772745594763
