"","B","C1","C2","D","E","F","G","H","I","J","K","L","M","N","P","Q","T","X","Y"
"1",63.0563721731558,5.88890552301146,-0.370518905506914,27.2141130450814,10.767630514979,13.6698310512989,4.10523783111547,2.40752486625295,20.4815931694981,13.9053055668521,5.47143090264347,10.5644479523563,63.9970443230316,25.0985780277952,82.8293562464166,64.6901199839015,19.4835014136061,29.4911846344924,56.1843688983546
"2",60.0250672982586,4.61657679502818,4.78941168511717,20.1006561451603,10.9768424747593,9.17996672972114,4.04115400902785,3.58580207186422,23.6312458006363,17.3105077329291,6.60603108633636,11.1742706422904,72.2461372873485,29.3920635053367,135.308330931533,107.972965144196,33.0040505660869,45.7120846138017,83.6857088176159
"3",60.2109082651969,2.68848989645437,2.38861629031374,22.4132910177669,9.4720011989397,11.1317684794437,4.61428457089581,1.56452031541204,19.0872626791794,16.1702059454241,6.73418058863703,10.3339728038837,72.5110626532563,29.8250478437628,109.16918342491,89.1398082287634,26.3749162771869,39.0246998945503,65.3662688853538
"4",61.6101722468931,9.80515339676259,7.04916750077945,22.3273712727032,7.54243171854816,10.5585552430221,4.56227746032956,1.31157650472313,15.4388059229196,10.3209417514418,3.63665632993268,7.73398462551868,47.2388863279122,19.1306208789429,99.4770017581339,80.3907976023111,24.4392286467746,36.5835359597319,77.0032052488447
"5",59.1401497147718,5.82782148368122,5.88526644794864,19.3848785795422,10.6073786971655,9.13955108727184,3.66877064107996,3.33731652806445,19.4941105377422,10.3243031820025,3.44072825681139,9.72178169995943,55.5644492887949,21.9109397820138,89.7508804170116,72.1723956010263,20.8380296246916,34.4691322336355,62.5898638664348
"6",77.290153214429,3.43521713646694,1.68626129367982,31.8120394564635,11.6071176000539,17.1987669805371,3.41233056655194,4.14975970481214,23.8903926117005,22.0771782314265,9.56526733514044,12.3943226925282,90.5053233156591,37.8249260640148,147.179929183496,120.009224986023,34.0802879919094,49.2760057093228,87.109858935389
"7",44.5292452473182,1.49649343315826,1.11077307242836,19.6748680733287,3.62581383891857,9.00378654340403,-2.43749398884387,3.23914784995499,8.02064450656057,6.43502644267563,1.91529440718611,9.81926739731927,51.2609002484626,17.6023413857167,57.0133896057803,44.9645943423077,12.4238390853012,16.8835894860122,33.3946489753
"8",43.3988079789532,4.01113189072772,-1.14408739476798,16.2068480044969,11.97133807526,6.75847362095478,1.47625053788569,3.13967845571216,24.6253206225645,9.86762211274231,4.05295240315039,7.22760748986749,47.8410302312599,17.1465846894016,59.0099557890658,47.2710465714667,13.4219056687096,18.4322570868968,37.5771537080638
"9",40.5247273374726,0.290939936348344,2.24039854089969,16.6691004440037,4.72218589629702,7.13881308009291,0.339747312811513,3.0659113049484,8.86588271346995,5.36347180610512,1.27014051000953,7.44662081302448,40.5723510294616,14.7879318020195,53.1949509771471,42.3088546231706,12.4684770456471,17.4454812984365,33.4547874343531
"10",46.5528301618645,4.42040245453541,4.46966232706768,15.8805006935639,9.49258188035811,6.24143131222477,3.77968554947376,2.91977844415524,17.780494657806,20.759255094733,7.65537824789976,8.23699696116291,66.1976081980318,27.8652107061314,153.049881212652,122.644496978142,36.947889469446,52.7603276306441,88.8072277622324
"11",48.5097256873738,3.30914147346207,2.9089209516799,17.7026546532611,9.06195782468713,7.75514644908741,4.38280107227632,2.42377518517434,19.1282272824217,11.8133410165668,5.27168676813282,7.56175520262655,55.5542015689521,22.4571814915739,87.9801600909516,69.8151821080082,20.8485319205674,30.6510897555143,54.2730925081589
"12",27.7911966004939,-0.331667838833802,-1.61512798335787,11.9613454440862,5.19687761175843,3.96942179645429,2.5573318049539,0.607796433195272,10.2441140451958,16.1852053958071,6.4903520429735,5.48692043557672,53.6712248253415,23.0512784708185,95.7950451217364,77.1673712437481,22.316866384155,31.6916879865116,53.6265041078346
"13",41.1737155886726,4.22206969279833,3.29653132377388,15.416121548212,6.04717570658656,6.27555598922614,2.89226720941682,2.64282156144346,12.3731202675653,11.8503820696507,4.75983723010563,6.86124385767185,47.9507455656917,19.4429206492446,98.5609253437116,76.9668001736238,23.6536153430955,32.3754203197993,68.5445668668279
"14",53.1433546475516,4.63641964353968,5.68454836108378,18.4049713079698,8.29092991630269,7.88366844497077,4.94062692362514,2.02803317082369,15.9978946543505,8.22660757446876,2.7910155929307,6.33807982254298,39.2616703847757,16.5178350841374,87.1807409350817,68.4182517891671,20.1042851803636,29.4974696881291,56.5582665392576
"15",56.9340258445312,-0.725890205214724,-0.330951975997322,22.3683129489534,11.7128230245002,10.6712508409748,5.50324804283501,4.57343009650342,24.0851102532162,4.56697312570684,1.57080190179591,6.76368739493752,35.8919399874235,12.8533895929628,21.0661633528577,16.5493359345343,4.98185275078909,10.1752868218754,18.3131981358281
"16",48.4687762675223,4.27385935386781,2.74686815534977,17.9512055405322,7.46136241777984,8.18073993895884,5.9468977948638,1.65183583776941,14.6410690014498,14.1616000430905,5.48364484574348,10.5827341168976,69.6385194882274,27.3123139040895,109.326748494642,87.5798207549041,25.4263756039047,36.2310382573671,66.3479007515073
"17",64.8460856854107,6.55103577929963,5.78775295482002,22.0142870821213,12.244834748836,10.6438839679565,4.56509565778794,2.22052156709566,24.0828738230091,13.5129810773517,4.42777914816661,7.72486000662411,53.0474953163754,21.398277972975,117.15772596401,92.4894551470759,28.3407063184522,41.0079834644797,79.6471092170932
"18",63.8288857423542,2.77401327253732,-0.235075756924876,26.9029640891436,10.2117956703943,13.671706267124,2.04899945993408,2.7640775313003,21.244582434876,21.6481504976069,9.24547116349898,9.71214081194042,80.9297717833552,33.4342257482479,131.360315619566,104.025079264728,32.0654338939366,45.1550476857409,76.9531516935469
"19",45.3907550453558,3.28190068229967,3.800690498312,15.76293669253,7.10771951487567,6.47368560599556,2.23006581237833,4.0218633564358,12.7726928782857,14.8917633850501,6.50135307730687,7.7211058963039,58.3744120810332,23.7751436798908,116.761008414058,94.8169529741397,27.8661280192416,39.990813501711,72.1585445743094
"20",24.3520404712453,-0.78649700071528,-2.35762011530063,9.41977073862838,9.10374985332414,2.34115812436776,4.09588229684613,1.44452265471659,20.1316531317209,10.722583756207,3.77075946590983,10.2147631107015,58.2250393242142,23.2916848448509,59.3239535842892,47.4393192919672,13.6866733864865,18.7408754436282,34.2012469424554
"21",45.9484254632168,3.63369511984038,1.35230301163797,16.595643840677,11.8335174507789,6.92792417845196,5.4321850147627,3.77158009215902,21.5848832734609,8.35984797577506,2.26927073337012,7.33974130127024,38.3834654332074,14.6640146780854,63.4433425937311,50.2438951375292,14.3318786904742,21.3338597549529,39.8157464363091
"22",49.6390420068015,4.08363489672628,2.99823896489206,16.7798025181097,12.1573245457267,7.15849976094785,6.56291162804035,3.34445452990485,23.0264439633308,9.71129632045006,3.85627681530212,9.19771811278624,55.4995892761138,21.299916358697,82.2413024161,66.1023297035507,20.3332653115515,28.0006369589406,55.5823863341231
"23",50.6728306818138,5.79513656603944,3.40691184751578,18.0126973811209,9.8359088993266,7.89212763010726,3.07128032356074,1.96366586922495,19.7936601331209,12.771793216169,4.30242350550984,8.40414439335155,55.3915970348304,22.6377624609333,106.81919364382,85.1467477168398,25.9156386387028,35.1213193444489,70.2466672032801
"24",43.5683920580588,3.6049123914677,-0.0398778835558078,16.756887481293,10.8211302019582,7.42904820365721,4.06993557656695,2.16859057830271,22.1059395876239,9.21168157220878,3.09784735869675,9.90230893859288,52.9901523111346,19.9250247898709,66.4335373646686,53.6634287803838,14.813101763489,20.8806758206628,45.1240263998306
"25",62.7542492001839,5.26020530246563,1.5384477125962,26.0374884768339,9.43464953372468,13.4157050953419,0.801374561691468,2.19581509659955,18.7365150474703,10.8900557575747,3.65531102922427,6.48211254886912,44.0509220741498,16.162431957113,84.7555206673013,66.6905818893406,19.0314648290007,27.3120130217713,56.7329953189084
"26",52.3571315083932,4.72235022300006,2.684145317397,19.6048793345888,8.84653028611492,8.91052455205506,-0.277695362252015,2.01697922577932,17.5999689280696,14.8037718575333,5.38109188105679,9.39868576030636,64.5735173353359,25.8711690944201,108.932744950249,85.5680925026196,25.1090208265131,36.8150108848774,72.0263059875428
"27",45.8673183220817,2.0840877572936,1.20548538960219,19.7791786619004,4.22053270299383,8.91969444591845,4.20653028903355,3.11084166517533,9.20302613439644,11.8405628938103,4.33559709264679,9.86858097076051,60.5761459559595,26.5808818427361,81.0236063942075,66.3929429585807,19.22202493779,28.0453083828168,51.1424186585754
"28",61.3811470230099,5.31405692695535,1.61150987494045,24.8970616471636,8.20493852941885,12.4856228461614,-1.18756957633282,4.54224623881032,15.5066261465836,9.18459651108465,3.37393615547408,8.29918652807743,52.9548927513647,21.9256296965997,64.9103644147737,51.2985631301787,15.6152206838842,23.1339651631586,46.9426694270135
"29",43.4815816711516,4.20981116041592,2.12936494605947,14.322266362061,13.0684810493725,5.66913582905964,6.98940901805672,1.53883304406432,26.998815467182,7.15772888299058,1.81085630772922,8.00146964439985,43.3914505679125,15.9337058013685,62.3038409028743,50.5241634371974,15.0545021386728,20.8909226315886,46.6959201410725
"30",58.9623664429083,7.09734108867264,5.6245267604452,19.8965251329472,9.29548666991098,9.17352926801941,4.97207732205922,3.32675638210473,16.2100941350141,11.1911692139997,4.39105626703475,11.377771444235,68.5727258308584,24.8512042759573,103.986625528302,82.2554375545475,24.6792165077712,35.974663762513,72.3943321255049
"31",41.9943508998516,3.14447252246348,3.15922038534824,15.5560483916647,4.90728971228433,6.47824773466884,2.19000089936673,2.02202087843928,9.08467387996297,9.79181779542158,3.5299975411714,4.30478336293122,34.7726184166687,15.2896329585326,66.654754070444,55.1299734741137,16.4760925464571,27.5305698877769,47.3536495590117
"32",41.7287480613841,3.91321311564983,4.59595558882893,14.5094597264973,5.56323624771042,5.68019186190553,1.22829813151012,1.94650427596565,11.4788566705688,13.8254711816162,5.52505592178146,8.84023109746144,66.727268049763,26.897302668341,108.245860566212,86.7504761881438,25.6023591037003,38.454477388319,69.2851427247933
"33",49.109591225808,6.07677209303071,0.125065097208431,20.3237184899304,9.16822706407269,9.52348738456856,4.37269514554703,0.774270332286373,21.315462166932,7.07977007315421,2.4155123366472,7.68198481857878,42.5268331533202,16.8774745222017,53.4689047298068,43.2242869215611,11.4948913062081,16.3484003389218,43.3382285748654
"34",48.1604743613478,5.06620813402952,5.17742373616548,17.1619777190499,6.51534831579053,7.23112264862422,0.54244673045341,1.76565560303843,13.2077711639581,5.83245255553543,1.20132573902878,4.69520470572203,27.9797510297442,11.5012529661742,76.3023896361682,61.0627694033591,17.5392741989186,23.6998756076345,53.5183952522073
"35",46.5975386247142,3.60548850413173,1.17307478051423,16.289297101911,12.3796786522809,6.54960938114027,0.947076600683772,3.23292726689522,24.0855593407541,18.2134359896415,7.20841627917845,9.235689484201,66.6581072369438,27.5536414431655,116.740015420092,94.1028221203619,27.925054689082,39.7456801182779,69.9206526635223
"36",58.9788618960616,4.43413253816466,2.1913266326037,23.3133453185257,7.95781268943727,11.4432837891319,5.18043341544036,2.34636960651285,14.737619922587,0.507155475204452,-1.12152348198627,3.34209996971906,16.2283802894952,5.66942146123034,26.9805853218871,21.9514675560377,5.55741419272014,7.15707836599009,28.8224830705338
