"PMB","INT","DISC","KINK","MVS","FIO2","APL","ANES","SHNT","PAP","TPR","VMCH","VTUB","PRSS","VLNG","VALV","MINV","ACO2","PVS","SAO2","ECO2","CCHL"
9.40725441533884,1.23060490329159,-1.2705301991993,0.450351949047826,0.0633712314664203,-0.857411997209427,-1.5568792849178,-0.968928412486257,-1.88882845818315,37.7484829542044,-3.23229566126801,-1.05302202334652,2.32177642728053,-0.818661369907169,-1.4346316112619,-1.68958399184792,2.84205672593469,-17.1543929337586,0.924425394145599,-0.982851199644329,-146.122899482928,-153.689320787295
9.70963774725043,1.42595199409525,-0.276647750093196,0.461187899159055,-0.0556347887263842,-0.871935863541818,-0.664202659703177,-0.756593577027039,-1.41042309450941,39.752460139176,-2.08557060199607,1.03675412950579,-3.94808370288789,-3.90117928993953,-4.00182614668732,-16.0081046425753,0.297419877453769,-160.275360894453,31.3129632107042,14.9335197476888,-1306.62878671995,-1231.35678120444
9.28510477992532,0.756543330566281,-1.32334137717232,0.346259400941719,0.0796967631527497,-0.968608285815295,-1.02092388064967,-0.801902932753399,-4.97087078478801,37.1063810037938,-1.84608786509171,0.000390311998132331,-1.07757677398969,-1.0943549024977,-1.25410981801899,-3.21632521678215,1.4750935913312,-31.9388402699193,3.66335949623075,-2.21418119093419,-263.29884542433,-272.31180081606
10.0028219237338,0.924537451541468,-1.13449218021278,0.707895555028268,-0.0628596529680339,-0.977513575662212,-0.831541797882457,-0.501857283442046,-4.57364479894564,40.7448412117897,-1.97615165536944,-0.593321215315736,0.806729564218003,-0.200527150976178,0.0165175728524317,5.48836967547609,3.7896934433455,55.1412940239258,-15.7183010726208,-11.8217079475511,441.241293349786,386.10516276439
9.63406110976533,1.09614647417865,-0.898133420620506,0.682801419926981,-0.250715278395782,-0.983087034605778,-1.5491339879832,-0.765740374932455,-3.31670458977497,38.723281125445,-2.82167740723468,0.283982578397205,-1.49894286473791,-0.647386242817851,-0.844689684712846,0.993748281260984,3.29369283063613,10.0699783285061,-5.80133514315819,-5.32181309039167,75.6380393074479,47.9520120332942
9.43625703002827,0.730412917557561,-0.726438116483214,0.428461413566862,-0.148176427004508,-0.961749533319737,-2.30794989126807,-0.925286717642512,-5.14594966522038,37.253668814245,-4.59472185082651,0.910118335415058,-4.4177691215315,-2.2009807930389,-2.10662588485395,-8.423240078041,-0.390045904106027,-84.5352805138321,14.1880436694854,2.6217072511288,-689.23677993211,-682.003939914521
9.30103147612825,1.19378723070444,-1.34180878017327,0.0950722653458311,0.032472860106453,-0.95472315010664,-2.10587174284993,-0.60962288787275,-2.1265260173241,37.9188475718001,-5.20442711876682,-0.385371522348771,-0.179915560962713,-2.75074235564613,-3.23536876348272,-12.4845139228184,1.8556176486183,-125.722537378961,25.3275717471418,10.7424192942198,-1025.26152331228,-979.344490675466
9.33211777197904,0.836874013380358,-1.3307047405629,0.355279412785061,0.0653919332746611,-0.964106023534558,-1.26939115474957,-0.889351802188907,-4.46863974634667,36.7576598239932,-2.74442485341423,-0.235554938865674,-0.569401702289191,-1.0567257835438,-1.25340423562013,-2.29653653897906,1.44098006037786,-22.6890860670424,1.37857366108119,-2.76930442901136,-189.392014316383,-203.792813090015
9.68037267862976,1.01296675385232,-0.788110861421375,0.462726572372645,0.0126408346106821,-0.978593390592006,-1.5626076003603,-0.943357725256721,-3.53319548844282,37.9296497348954,-2.53354432174768,0.878428622290353,-3.84232561860876,-2.33199405958283,-2.68927727365347,-10.4340530556003,-0.31546580557058,-104.766145809343,18.9736768121717,6.4412546705208,-854.501961969583,-822.752547212557
9.81127433331554,1.04004125960875,-1.21676894043936,0.0724869566286224,-0.0174736368447386,-1.07673009879391,-1.74997902985102,-0.672926684486663,-3.73742180091106,39.3734840143732,-3.64681154573659,-0.370218468316503,0.220975122714424,-2.68721491015901,-2.43898201730777,-9.18342374526229,2.08581258073552,-91.8003605549212,17.4622482076142,5.41802569842798,-749.157131076355,-725.638286118662
9.68549103645907,1.08191956649031,-0.583588820256925,-0.00534819797516506,0.024219576195736,-0.856190520250938,-1.65124318684055,-0.781787312088,-3.47292051385699,38.7613845980605,-3.4994149606836,1.04205553088811,-4.45398222841973,-5.06881917599203,-4.85511545145437,-23.1589531889925,-1.77589634152636,-231.281756940019,45.2626628767977,20.0905751762792,-1878.89459818723,-1782.4858306686
9.31932755885867,1.09924052970295,-1.08416081716941,0.911374544988393,0.159455849652366,-1.06254217197982,-0.897450617145349,-0.863453906680098,-2.88111547320353,38.5704433649699,-1.92646506275379,-0.7237112195756,1.35357629216826,1.01566116936698,1.01156706054248,12.4267736711431,5.34415925033741,124.03622638399,-28.7617203890896,-17.7157474293319,998.776448147949,912.583464989018
9.61462301375448,0.716935038744799,-1.57178536810212,0.523886395372876,-0.0914092622234399,-0.917655655818471,-0.669856897118334,-0.909570521104589,-5.23527828136749,38.5737134163203,-1.93374924591702,1.10148767202672,-5.22789386416654,-1.86510610317418,-2.39459232053815,-10.068346822249,0.164953681840368,-101.243848102202,19.3609696300187,5.28761282096692,-824.529824298764,-797.849567234023
