"","C1","C2","D","E","F","G","H","I","J","K","L","M","N","P","Q","T","U","X","Y"
"1",3.67731572186733,1.05038799121625,19.0284431578079,8.32545502284681,8.55381214274401,4.45121719115502,2.50772748794737,16.9558116171679,14.4433456449984,5.18337884279601,7.33570419309522,50.5011640316304,20.5519668012206,94.98497118638,75.1584835107728,22.2661807609059,-1.06473723713151,33.3140865198524,56.2100688625705
"2",4.9166956171774,4.95212274375767,13.7732361937924,10.4184870958716,5.00878519051652,7.61497590121815,1.80341125970561,20.3825508973954,11.6536415448508,4.50646511283707,12.2887975181159,72.3216457837484,27.3456682181077,100.439742800717,80.2760297010189,23.6535043322869,0.713855858507976,34.9787704988934,65.9857370403429
"3",2.91803838318396,5.09325982481727,18.2690037213242,8.60528857550268,8.24302336168452,5.21741020001539,2.43024193242226,17.1077933245093,5.52396282867494,0.598506531769526,7.1346982110033,33.2331114663206,12.8803934652868,76.6135276151534,61.0377635622565,18.1688951048902,1.42345601202215,23.6617496410713,50.7317275137779
"4",4.08326651267599,0.551240193184368,14.5192085805263,13.1315766667291,6.09297355077301,4.26411165605252,4.67129235939672,25.5414098514383,7.49903610038963,1.91270932117326,6.70897964067393,41.5531090959795,15.8957381312827,50.8856349466938,41.0142726619157,11.3899973313473,-1.53585196866374,18.1727198968115,39.4053929470482
"5",3.03376101923988,2.57668437609681,21.8406562194625,10.6159347630045,10.358095025194,3.8243362086782,3.47961589648303,21.0283901685221,12.0811896548416,3.93040705807966,10.7767813717174,62.1749199075035,24.0516568331334,94.8596602896633,76.8557502460757,22.7240326503219,0.358104206148796,31.3553235517602,57.9667923157615
"6",6.51712452070272,4.38634268892064,14.4831970398136,7.37776700136161,5.25821432137308,-1.05121003036128,2.61054783443915,15.2075228635622,2.44198777253838,0.744410906776429,6.26903140946812,31.5879199163697,11.0445937968198,47.4375370067951,38.3073794546404,10.2702556555236,0.938296611718454,16.2308032152792,36.2444921863793
"7",5.17543041428697,2.96187674913645,25.5491525732053,9.0317054088087,13.0777379118905,2.04267254355011,3.49644131407359,16.3545443315996,8.432788237211,2.18411582398236,10.1953581600589,54.3092201817282,20.7293927157516,74.406041673194,59.0184353837676,17.4720483280802,-0.362783941158327,24.6551565343687,53.5707772982865
"8",5.09510211611645,3.89765997897585,14.0019610394993,12.5104775092017,5.37530905046436,4.91538421392659,4.06559757617194,25.8769108213334,11.5451751859659,4.0633508809977,3.68272519508056,35.5640610615975,14.9338189208217,96.4259818988483,78.1154205668019,22.3277269384759,0.176230368627625,33.1126462155967,62.2804808769015
"9",3.93484013366418,1.52042299089495,15.5863765677363,11.9729984223563,6.29539507842609,4.45521725363517,4.45064756917186,24.1295628265306,2.18727767441054,-0.264826517729201,6.91852806241701,28.2445061212385,9.78137106537934,34.2538042081619,26.7643236249077,7.10033634518643,-0.435483579294896,9.79793554566078,33.2144257820395
"10",5.49221107484604,0.147109411518441,20.6878952330833,11.6452741620872,9.81282091348304,3.69708497347857,2.62613565944915,22.2072915815248,14.4247185406451,5.17362703519266,11.3684541687285,69.1923702751093,26.8379382524235,91.1550127994259,72.7047020162337,21.7701439734281,-1.31252005851403,30.8801983248385,65.6833287861519
"11",4.06212309591385,3.35262865880001,22.4427107628074,9.81256537792108,10.7918225675036,0.921662849459852,3.58145351745342,19.5452175555787,12.3241001646132,5.11935055186821,12.302956078569,72.7984378841287,29.0490466170185,96.7476745594117,76.7225056889639,23.2544963165382,-0.645692277313622,33.5139707543584,66.5102979379637
"12",4.99027728128075,5.64697895184083,11.7954769952352,9.77359231329598,3.90081022347822,3.12093675302297,3.79906401059605,19.0586563499724,11.0882132055914,4.06090986574645,10.1642411767851,58.1063536950055,23.7925063625912,97.8781522187802,78.5849677401916,22.7587536230794,0.55109988794523,34.7996414212725,64.6427099001626
"13",-0.183887833112579,0.671455558687077,10.7216024993405,10.2038181486912,3.42746540885696,3.87877857152813,5.36936020797498,22.6600068287111,6.40244039532258,1.70273099326481,7.35587502776001,41.64070069181,15.1433326595484,45.2555724469453,37.1815500553404,10.7391033213881,-0.780380926682563,16.4741928047934,30.2421592941044
"14",5.47795586692882,2.19762727518783,20.6660065506618,9.82823458982729,9.85168828459311,5.95697297398748,2.42406066240309,20.4997032645055,14.598596764781,6.05822498870978,8.51080344296206,62.2518817451103,25.4403169388512,101.953804089082,82.7019193569879,24.5658554466687,-0.182185408584216,35.5904150747993,65.7926885545683
"15",2.34532479833447,-0.479556159442251,17.0205894058468,9.05487838752036,7.17250079898377,6.31997998004335,3.75713652366223,18.0257733461897,6.63436801408792,1.84518092428063,3.15978720061246,25.8824357264103,12.0902998729248,49.3767470023626,38.8094240040554,11.7664521676011,-1.68357932355953,15.2690754471177,33.5823778220965
"16",2.22392432620674,0.16334383933917,12.0647972440515,14.3763580283189,4.06120151082271,4.49679289113608,2.84123067336984,27.6665570070423,6.81930117318067,1.59296003639644,7.13422585215734,34.5068540001647,12.3537042926089,54.4067893573332,42.163678320433,12.1731350950868,-1.7558342775147,17.1348616870494,38.7307939377489
"17",2.2091734454366,1.76557764467501,18.3125188065483,5.93802563995234,8.28322567929031,3.33847501132448,3.68489437283531,12.3315465501487,11.680637605729,3.82670769904408,7.68926059566032,52.5305625055451,20.4487018396816,91.8543959347243,74.4905404474619,20.8368535164817,-1.06368384004583,28.3851018537134,51.6677741459702
"18",6.64329546605927,3.62238184143858,15.7743639464865,6.91449687563053,6.21930398002631,4.14501581561433,1.12194148855531,14.2279496108689,5.39495942356797,0.44248248206468,3.84303137757452,19.1810042191139,7.50807863765896,54.1367173728588,44.7584299619661,12.80417567508,0.656411040022465,19.0240957040357,47.3611884915958
"19",2.59505582131631,2.54261368947621,19.2612829799032,9.27127579611286,8.88857513106844,0.637055284879652,2.73340542163857,19.3654672877304,23.1936475521125,10.1628466623097,12.7953598866742,96.1904535910015,39.9910429367149,152.373046867398,122.21226745541,36.6820262677498,0.41444113205794,53.4434823719993,88.118166820503
"20",5.76859845474191,4.67188541962021,19.7549157643906,10.5631242218451,9.50761122834781,4.38504771209247,2.47775167325952,22.2018346793287,11.8059632494761,4.58514635330544,7.13350273225931,50.1611474307249,21.4919269566935,102.411802827435,81.0355548602701,25.0057878332992,0.513168417219699,35.0859167808279,68.8253170472471
"21",4.26414633584748,1.32267151441063,22.1182759180758,8.43734490435289,10.7259840824751,4.1445836783103,2.96865845742817,17.2242708984997,0.0352158043217883,-0.201406830999753,3.34733929822082,18.9633423540665,5.20380727562575,17.2033183450581,14.0496153332203,3.58370406712165,-0.604950898711599,4.92722973471782,25.3446448682671
"22",2.71923646955141,1.93193246747884,16.3320971238159,10.248643655182,6.69170764866368,4.61118662629517,2.57864174505541,20.2371243528635,10.149190524531,3.88883626357631,6.9870253544366,46.146231284798,19.1315352814515,87.6907577886758,71.7982943775703,19.7486882218189,-0.285705132792464,25.6042235919631,50.1201817732725
"23",-0.549622730466705,-1.58946201242214,19.2565959619605,12.3497534138552,8.92493776605403,2.40944591085914,4.09687627578892,23.2598816623711,6.33874591399788,2.22957006303288,10.5349595707153,55.9822503804693,23.1057084113943,37.9415386157528,31.1376775252035,8.58502538855809,-2.13461610304622,11.1246736789622,25.7806792091656
"24",-0.460994963638387,4.2929787472302,12.061346609601,8.7639518663992,4.04345982333149,3.16417613891946,2.06371186311963,18.6652357160109,4.6480495680179,0.323403191358262,6.52817896390095,30.6819180217836,12.2935472725623,66.8649603661255,53.4736962452589,14.7014734030531,0.139834245075461,20.8078279423397,34.4128720716854
"25",5.27816008973099,2.71450830296145,16.0922000086406,13.4350857108706,6.97950087789864,5.5058100715593,3.09297639029978,26.5953253088399,14.6734437594438,5.13401549375041,6.55616232453678,53.0994431412555,21.9339463036451,103.676985930403,80.8363190287706,24.7506806888547,-0.252222511558492,37.0044806995899,65.5501672541937
"26",3.74633914771805,3.52127299232091,18.978591318567,12.7723580853163,8.18892915847044,2.78782913944587,3.66116790945978,26.3831911714259,7.12663019571297,1.2387908472955,7.56079291043079,39.4429660388498,16.7232416600964,81.6952004190344,66.8270382485426,18.1951151668839,-0.670971072418674,23.227002917111,49.9169092567772
"27",0.433227241710641,2.34472139269228,6.36426289409148,5.03050355796141,0.0948892519136848,0.233548806899169,1.51808394586713,9.37289693946267,15.7244333114868,5.46034254107903,8.24875215570405,56.2650214999485,22.1495014642022,103.213377272411,83.4854103608364,24.6935370861218,-0.964059201138422,38.468165772246,57.8582099475692
"28",4.05168053948134,-0.628699284433485,24.0172119112797,9.7850879812371,11.7620964376121,4.4104438004238,3.02583869750867,19.5512691706921,11.7380732069639,4.27608640952779,10.6280773394115,65.2439909200858,23.5776185761465,70.2508166471926,55.1632691971052,16.4467639611763,-1.70429541858923,24.4709259029626,48.1587890684639
"29",7.03949404593743,3.660897912903,13.9110783072494,8.34659694193,5.17107259428782,1.83144090280111,3.73745677510387,15.9983500485503,15.3289892836288,5.39823770920861,7.36767114164371,50.4352538748274,21.4875796759185,121.509420072156,97.6321788454556,29.2303776989014,0.0506824548162542,40.2487930981545,79.8322737059697
"30",2.51766465658201,2.78482657374766,20.922843783485,14.2864412575555,9.92725298747283,4.35909606252336,5.97683153538796,28.4071266384267,13.2494499516113,5.25216949489275,7.4145449081852,49.8134591023463,20.1783641179849,88.085139675395,70.0557951748646,21.1571060772907,-0.211051404890718,34.9136197796045,58.2868524420368
"31",6.25673778836436,-0.785931350149761,21.8020404308224,7.80300613845225,10.2668937158191,4.05279331277739,4.3456340582797,14.7528113700289,9.35560213502299,3.29471764493663,12.3211869674707,65.475590317269,24.9477908968706,60.6971079780087,48.9235121567688,14.4199483801957,-1.27745909222178,20.5281066350058,53.2771439725148
