"PMB","INT","DISC","KINK","MVS","FIO2","APL","ANES","SHNT","PAP","TPR","VMCH","VTUB","PRSS","VLNG","VALV","MINV","ACO2","PVS","SAO2","ECO2","CCHL"
9.63417163999477,2.09249956973436,-0.820810201418459,-1.65516003466461,0.0234844848888374,-1.17372487538637,-1.3670369509751,-0.865119602597618,2.89251865762606,38.734281036797,-2.76145020817836,0.64847449102755,-3.20385989567421,-14.0329932308757,-14.1782427918689,-73.8665620204557,-8.2457914330567,-738.570603632903,150.29164762995,78.2267269489718,-5993.98135734188,-5606.61603416379
9.40736502650148,2.06508924325083,-0.897675885157593,-1.21913416970606,-0.0991843141546225,-0.968851472200014,-2.40733693059392,-1.04393921083295,2.89633324723031,37.2079140436211,-4.73951004321826,0.755556806737974,-3.88337097586473,-12.4190349365398,-12.7731257001681,-65.5754162292602,-6.76045163502613,-655.917824718831,134.135414641904,68.9081518967504,-5324.11248173608,-4989.12829005729
9.70717901083691,2.55088516522436,-0.512960393483647,-0.849869952309149,-0.265846755246622,-0.794231441924041,-0.535513365154321,-0.989652719731349,5.66272174853279,38.7856678370759,-0.810876672310984,1.24102681544634,-5.23129745021438,-13.2055032586204,-13.0196690247886,-64.0763437988189,-5.68255337452826,-640.500168392886,131.640329698332,70.093936122682,-5201.79996560968,-4849.13808122076
9.75095042620419,2.24013777475511,-1.34465507914341,-1.95727325355514,-0.104020139241618,-0.863501976270983,-2.02174747725463,-0.922381167958882,3.61166803632589,39.6260728599026,-4.34938128242568,1.4410195339186,-6.37889338249652,-17.5445190294299,-16.9456203379452,-90.5034964041249,-11.3134003800447,-904.509153898844,187.639977278026,96.5519168363004,-7337.96918859541,-6864.87416047822
9.9833315453052,2.17508053982496,-0.925939406950944,-1.88242817739714,0.346550544336448,-1.06533281168155,-1.69370963032409,-0.898171121533063,3.04895784767855,39.4728246957907,-3.49344684961405,-1.93626316770484,6.00710769292738,-12.1381603471242,-11.9402158469199,-59.8283399477085,-5.91773001273863,-598.193592840833,122.654384891477,64.09918079809,-4857.22214710081,-4542.36182473946
9.77395599229039,2.33870564060369,-1.27109187032239,-1.841739778568,0.123863988127867,-0.987257942611357,-1.27701843968938,-1.02405370275152,4.28565610837636,38.4852347939884,-3.03770139155606,-0.536167110835356,0.069079487211047,-14.501676951568,-14.4939948685005,-74.6943925782168,-8.31758729074809,-747.176174739944,153.68701525449,80.857514110863,-6064.42666238711,-5666.08017839755
9.45728902433779,2.39271340447103,-0.696086658365959,-1.64415910006281,0.173379618090052,-0.906792671440465,-1.12289506975732,-1.00149351542958,5.07692478717029,37.9139362975427,-1.80076470922684,-0.342680880676648,-0.114494040005855,-14.1449472220406,-13.9164191855106,-70.6635004772133,-7.68668731656551,-706.688794294288,145.397823448554,76.2804716080095,-5736.15869677544,-5356.94775930254
9.7085435505167,2.53693368452647,-0.625872234509364,-1.75183629902487,-0.0771241025662475,-0.986985320776769,-2.09384398288155,-0.997935047068324,5.29003270585976,39.3300285078798,-4.78306474080612,-0.302460037606964,0.325934173860538,-15.123662113307,-14.4599971785889,-73.0642072020113,-5.60903717746321,-730.682541366473,151.034816105854,79.6499352694517,-5932.27761245404,-5543.89171028106
9.36776152072228,2.34681637283231,-1.25880766414178,-1.9349215037082,0.374860741005314,-0.878794549504368,-1.31591295779698,-0.662362423585728,4.71104782162096,37.824571562299,-3.03588319356433,-1.68003320957951,4.27968554050342,-12.6054613378471,-13.3011201821292,-67.3587356231762,-5.571678121876,-673.866792028421,139.250930966766,73.3643415992499,-5470.76157014643,-5108.65144537529
9.41718067358919,2.29419673619646,-0.627742232373893,-1.60106797087103,0.152233327403903,-0.924468140560076,-1.47544345667367,-0.888553260146922,4.39718957711111,37.7575444723588,-2.84420030866467,-0.659003031493195,2.00493628054279,-12.1454124612557,-12.7024754254088,-63.8460488138238,-6.00209868769752,-638.952203285734,131.959184025974,69.7411661637064,-5187.70625882075,-4844.09610673409
