"","B","C1","C2","D","E","F","G","H","I","J","K","L","M","N","P","Q","T","X","Y","Z"
"1",70.5701305534398,11.0499087801575,12.4723138447734,21.9614258931917,8.94140052666662,10.4918858836455,2.47323377465551,1.84474818207887,18.2941258112774,12.9774056280596,4.86258980985297,9.79917082096129,63.385966433928,25.477998109559,483.768607714606,388.153313970027,119.296357206107,53.827469253949,270.322019836013,27.9629686757987
"2",58.7165700846192,14.3576707639001,15.8002651613539,12.2576546090195,10.5170623466263,3.93431939145533,6.99494373674324,2.61115088424561,21.8818358049633,13.4941442003644,5.24874175824345,6.09151978617563,48.2710416161647,20.4792565158253,576.783188514798,461.775740251192,143.207530007059,60.4912354777666,323.490343105941,33.5800926518378
"3",69.2212905273897,9.55825524555553,16.2997981732031,18.8387464422715,6.5646359248377,8.59166784056186,1.58331819417742,3.7601205528707,14.0244745088798,9.79685473449017,3.65968152084662,10.9451447567424,64.6780913446996,25.6039036240044,507.216430185162,403.699668954639,125.018983993167,54.5781337371041,279.646872705989,29.2641545978679
"4",55.2819099719694,9.31471843561296,10.7721506050219,15.1731874602876,9.50319464358792,6.01881465670237,-0.177676808152634,3.36288557702301,18.1119709247448,11.433162392164,4.9816610919452,6.87666991675989,49.1718640603085,19.6268001275989,456.854752958002,365.411056708671,112.304408896237,47.2717178239531,252.520151993501,26.2379422058342
"5",63.5485942955687,11.291198144867,8.91636661424392,20.0527550862326,10.5508033970399,9.32818139827408,4.46156350573314,2.75185811814047,21.7596071133474,8.15405749401461,2.42354187073922,8.76180406209955,47.1733132804538,18.8316759664932,494.772802708118,398.891011475724,122.483131146039,36.4201533296915,278.777147053573,32.5038658672236
"6",61.9519795240015,8.22231850204068,7.59465116729006,21.9926776181064,6.08711603144843,10.2738008583636,5.50475322785354,2.16841676524653,11.7917394424123,13.1405949593213,4.8716003518384,11.5599214103649,69.1689512982928,27.2993136115286,465.232364264533,371.359385009542,114.453173535215,43.4153328343391,257.995123605303,27.8347978002168
"7",41.4367838561669,9.79341616254388,11.5933372193994,8.16732288434616,7.71373567406074,1.74064009042858,-0.750848143226857,2.54610650361646,14.9161510825661,8.42505698963179,2.4261152115772,10.6583951374719,56.208225361349,22.0920194854517,439.173222237849,350.971981323659,108.428644752799,41.6804138484511,240.512459310688,26.3352924265705
"8",63.5680984454378,9.9951494169071,14.1686310044882,16.2252461134659,9.61410754058407,6.98825288998717,3.664419940353,4.21941619202145,18.8925150902337,11.6422898993658,4.34895737212665,4.22666712913619,37.6304668497592,16.7889299231366,510.286035234622,408.223159191168,126.702341343849,53.7310294038416,282.683191045017,29.7415525327034
"9",72.1165182194852,14.4703660201198,13.0588001046165,21.4642664357101,9.89969627475498,10.5044787402714,3.69886270392508,4.05057210430447,19.6132646484098,13.8114002580869,6.20252068670373,7.13875869743473,59.0761501361762,23.698103922034,553.022889706742,441.788323546934,137.509290228136,55.9483509051269,308.789852953076,32.6992934498113
"10",50.0646971494895,8.48597072852402,8.84591871679051,13.155231110466,8.78287654926332,4.30532535193356,2.21107221958485,2.8428915552627,16.1926215969232,14.2942604498653,6.10614194139071,9.51637938747314,66.5553303413914,26.2982887020423,421.581562105461,339.461984495812,104.665035668434,47.9271401547457,236.394953588073,23.7451408849696
