"","B","C1","C2","D","E","F","G","H","I","J","K","L","M","N","P","Q","T","X","Y"
"1","b","b","a","b","b","c","b","c","c","b","c","c","a","a","a","b","a","a","b"
"2","b","c","b","c","b","a","b","a","a","b","b","c","c","c","a","a","a","c","a"
"3","a","b","a","c","a","a","a","a","a","a","b","c","b","a","a","c","a","c","b"
"4","b","c","c","b","a","c","a","a","b","b","c","a","b","a","c","c","c","b","a"
"5","a","a","b","b","a","b","a","a","b","a","c","b","a","a","a","c","a","c","b"
"6","a","a","b","b","a","c","b","a","c","b","c","a","b","a","a","a","c","c","b"
"7","b","a","c","b","b","b","a","b","c","b","c","a","b","a","c","c","b","b","c"
"8","a","b","b","c","b","b","a","b","c","b","c","b","a","a","c","a","a","a","a"
"9","c","c","c","a","b","a","c","a","c","b","a","b","a","a","a","a","a","b","a"
"10","a","c","c","c","a","b","a","a","a","b","c","a","c","c","a","c","a","a","a"
"11","b","a","a","c","c","c","c","a","b","a","c","a","a","a","b","b","a","b","a"
"12","a","a","a","b","a","a","a","a","b","a","a","b","b","a","b","b","b","b","c"
"13","a","b","b","a","c","a","b","a","b","b","c","b","a","a","c","a","c","c","a"
"14","b","b","c","c","c","c","a","c","b","b","c","b","a","a","a","a","b","b","c"
"15","a","c","a","c","c","b","b","a","b","b","c","b","a","a","a","a","a","a","a"
"16","c","b","c","a","c","a","b","a","b","b","c","a","a","a","a","a","a","b","a"
"17","b","c","a","b","a","c","a","a","b","c","b","c","b","b","a","a","a","b","a"
"18","b","a","c","b","b","c","a","a","b","b","c","c","a","a","c","a","c","c","b"
"19","b","a","a","c","c","b","b","c","b","b","c","c","c","c","a","a","a","a","a"
"20","b","c","a","a","b","b","a","a","c","c","a","b","a","a","c","c","b","b","c"
"21","b","b","c","b","c","c","a","c","b","b","c","c","a","a","b","c","b","b","a"
"22","a","b","a","a","a","a","a","a","c","a","b","c","c","c","a","a","a","c","a"
"23","b","c","a","c","a","a","a","a","c","b","c","c","c","c","c","c","c","a","a"
"24","a","a","c","c","c","a","a","c","b","b","a","b","a","a","b","c","b","b","c"
"25","a","b","a","b","c","c","b","b","b","b","c","a","b","a","b","a","b","a","c"
"26","a","a","a","a","c","a","b","a","a","b","c","a","c","c","a","c","a","a","a"
"27","c","a","b","b","c","c","a","c","a","b","a","b","a","a","a","a","a","c","a"
"28","b","a","a","b","b","c","b","c","c","b","c","a","b","c","b","a","a","b","a"
"29","a","b","c","c","b","a","a","b","c","a","b","c","b","c","c","a","c","b","a"
"30","a","c","a","b","c","b","b","c","b","b","c","c","b","c","a","b","a","a","a"
"31","b","a","a","b","b","c","a","a","b","b","b","c","c","a","b","c","a","a","a"
"32","b","c","a","b","a","a","c","a","c","b","c","c","b","c","a","a","a","a","a"
"33","b","c","a","b","a","a","a","a","b","b","c","c","c","c","b","b","a","a","a"
"34","a","c","a","c","a","a","a","a","b","a","b","b","a","a","a","a","c","c","a"
"35","c","b","c","a","a","b","a","a","a","b","c","a","b","a","a","c","a","c","a"
"36","c","a","c","b","a","c","b","b","a","a","a","a","c","c","a","a","a","b","a"
"37","c","b","b","c","b","a","a","c","a","a","b","c","c","c","a","b","c","c","b"
"38","b","c","a","b","a","c","a","a","b","a","c","a","b","c","a","b","a","c","c"
"39","b","b","c","b","c","c","a","c","b","b","c","a","b","a","a","a","b","b","a"
"40","b","b","c","c","a","b","a","a","c","b","c","c","b","a","c","c","c","c","b"
"41","c","c","a","a","b","a","a","c","c","c","b","c","c","c","b","b","b","b","c"
"42","a","c","a","a","a","c","a","a","b","b","b","c","c","c","c","a","a","a","a"
"43","c","a","b","a","a","c","a","a","a","b","c","b","a","a","a","a","c","c","b"
"44","c","b","a","b","c","a","b","a","b","a","c","b","a","a","a","c","c","c","a"
"45","a","b","b","b","b","c","a","b","b","c","c","c","b","c","c","c","c","c","b"
"46","b","b","a","c","a","a","b","b","c","b","c","c","c","a","a","b","b","a","c"
"47","a","c","a","a","c","a","b","a","b","b","a","b","a","a","c","a","c","a","a"
"48","c","a","c","a","a","a","b","b","a","b","c","b","a","b","a","c","a","a","a"
