"","B","C1","C2","D","E","F","G","H","I","J","K","L","M","N","P","Q","T","X","Y"
"1","b","a","c","c","a","a","a","a","b","b","a","b","a","a","a","b","b","b","c"
"2","b","a","c","b","a","a","a","a","b","b","c","c","b","a","a","a","a","b","a"
"3","b","a","c","b","c","a","a","c","b","a","b","c","b","c","b","c","b","b","a"
"4","b","a","c","b","b","a","a","a","c","b","b","a","c","a","a","a","c","b","a"
"5","a","c","c","b","a","b","a","a","b","b","c","c","c","c","a","a","a","a","a"
"6","c","a","a","b","b","b","a","a","b","b","c","c","b","a","b","b","b","a","c"
"7","c","a","a","b","a","a","a","a","a","a","b","c","b","c","a","c","a","b","c"
"8","b","a","c","c","c","a","b","a","b","b","b","c","a","a","a","a","c","c","b"
"9","a","a","a","c","a","b","a","a","c","a","c","a","a","a","c","a","c","c","b"
"10","b","a","a","c","a","a","a","a","b","a","b","c","c","c","a","a","a","c","a"
"11","b","b","c","c","c","a","a","c","b","b","c","b","a","a","c","c","c","c","a"
"12","a","c","b","a","c","b","b","a","b","a","b","c","a","a","a","c","a","c","b"
"13","b","b","a","c","b","c","a","b","c","b","c","a","b","c","b","b","b","a","a"
"14","b","a","a","b","b","c","a","b","c","b","b","c","b","a","a","b","a","a","a"
"15","c","a","b","c","a","b","a","a","b","b","c","b","a","a","a","a","c","c","b"
"16","b","c","a","b","b","c","a","a","c","b","c","b","a","a","a","b","b","a","b"
"17","a","c","b","b","a","b","a","a","c","b","c","b","a","a","c","c","c","c","a"
"18","c","a","b","a","b","b","a","a","c","b","c","b","a","b","a","b","a","c","a"
"19","b","a","c","c","a","a","a","a","a","b","c","c","b","c","a","a","b","b","a"
"20","b","a","a","b","a","a","a","a","a","c","c","a","b","c","b","a","b","b","b"
"21","c","c","c","b","c","b","a","c","b","a","b","c","a","a","a","c","a","c","a"
"22","c","a","a","b","a","a","b","b","c","b","c","b","a","a","b","b","b","a","c"
"23","b","c","c","b","b","c","c","a","b","b","c","b","a","a","c","c","b","b","c"
"24","b","a","b","b","b","c","b","c","a","b","c","c","b","c","a","a","c","b","b"
"25","b","c","c","c","c","a","a","b","a","b","a","a","a","a","c","c","b","a","b"
"26","a","c","a","b","a","a","a","a","a","b","c","b","a","a","c","c","c","a","a"
"27","b","c","c","c","c","a","a","a","b","a","a","a","c","c","c","a","a","c","b"
"28","b","a","c","c","a","a","a","a","b","b","b","c","a","a","c","a","b","b","c"
"29","a","a","a","b","b","c","a","b","c","b","c","b","a","a","a","a","a","a","a"
"30","b","a","a","c","a","a","a","a","c","b","c","b","a","a","a","c","a","a","b"
"31","a","c","b","b","b","c","a","b","b","b","a","a","b","c","a","a","a","a","a"
"32","c","a","a","b","c","b","b","a","a","b","c","a","b","a","a","a","a","a","a"
"33","a","a","c","c","a","a","a","a","c","b","b","b","a","a","a","a","b","b","a"
"34","a","a","a","a","b","a","a","b","b","b","c","a","b","a","a","a","c","b","c"
"35","a","c","a","b","a","b","a","a","c","b","c","c","b","c","a","a","a","a","c"
"36","b","a","c","b","a","b","a","a","b","b","c","b","a","a","a","a","a","a","a"
"37","b","a","a","b","c","c","a","c","b","a","c","a","b","c","b","b","b","a","c"
"38","b","a","a","b","a","a","b","a","a","b","c","b","a","a","b","a","a","a","a"
"39","b","a","c","b","c","a","a","c","b","b","c","a","b","a","c","a","b","b","a"
"40","c","c","c","a","b","a","b","a","c","a","c","a","b","c","b","b","b","b","c"
"41","a","a","a","b","a","c","a","a","c","b","b","b","a","b","a","a","a","a","a"
"42","b","a","c","b","c","c","a","a","b","b","a","b","b","c","c","c","b","a","b"
"43","a","a","a","b","a","c","a","a","b","b","c","b","c","b","a","a","c","a","b"
"44","b","a","b","c","c","b","b","a","b","c","c","b","a","a","a","a","a","c","a"
"45","c","c","a","a","b","a","b","a","b","a","b","c","b","c","b","a","b","b","b"
"46","b","a","c","b","b","a","a","a","a","a","c","c","b","a","a","a","c","c","b"
"47","c","a","c","b","b","b","a","b","b","b","a","b","b","c","a","a","c","c","b"
"48","a","a","a","b","c","c","a","c","a","b","b","c","c","c","a","a","a","a","a"
"49","b","a","a","c","c","b","b","c","c","b","c","c","b","a","a","a","a","a","a"
"50","a","c","c","b","a","c","b","b","c","b","c","b","a","a","a","a","a","a","a"
"51","c","c","c","a","b","b","b","c","a","c","a","b","a","a","c","c","a","c","a"
"52","a","a","a","a","b","a","b","a","a","b","a","b","a","a","c","a","c","a","b"
"53","a","a","c","c","a","b","a","a","b","b","a","b","a","a","a","a","a","a","a"
"54","c","c","b","a","a","b","a","a","b","b","c","b","a","a","b","c","a","c","a"
"55","a","c","c","b","b","c","a","b","c","b","c","b","a","a","a","a","a","c","a"
"56","c","b","c","a","b","c","a","b","c","c","b","c","a","a","a","a","a","c","a"
"57","a","a","c","b","a","b","a","a","b","b","c","b","a","a","a","c","a","b","a"
"58","b","a","a","c","c","b","a","a","b","b","c","c","b","a","c","c","a","a","a"
"59","b","a","a","b","a","b","a","a","b","a","b","c","a","a","a","a","a","c","a"
"60","c","a","b","b","b","c","a","a","b","b","c","a","c","c","c","c","a","c","a"
"61","b","c","b","b","b","c","a","a","c","c","a","a","c","c","b","a","a","c","a"
"62","c","a","c","a","a","a","a","a","b","c","c","b","a","a","a","a","a","c","a"
"63","a","a","a","b","a","c","a","a","b","c","a","a","c","c","c","a","c","a","b"
"64","c","c","b","a","c","a","a","c","b","b","c","b","a","a","a","a","a","c","c"
"65","a","a","a","c","c","a","a","c","b","c","c","a","b","b","a","b","a","c","a"
"66","b","c","b","c","c","b","b","a","b","b","c","c","b","a","a","b","c","c","a"
"67","b","b","b","b","b","c","a","b","b","c","b","a","c","b","a","a","b","c","a"
"68","b","a","b","b","c","a","a","c","b","b","c","c","b","a","c","a","c","c","b"
"69","b","c","c","c","a","c","a","a","c","b","a","c","c","b","b","b","b","b","c"
"70","b","c","c","b","a","b","b","c","c","a","b","c","b","c","c","c","c","b","a"
"71","c","a","b","a","c","a","a","c","b","c","b","a","a","a","a","a","c","c","a"
"72","b","c","b","b","b","a","a","b","b","b","a","a","b","a","a","b","a","c","a"
"73","a","c","a","c","a","b","a","a","b","b","c","b","a","a","c","a","c","a","a"
"74","c","b","a","a","a","a","a","a","c","b","b","c","a","a","a","b","a","a","a"
"75","c","c","b","b","a","b","a","a","b","b","c","a","a","a","a","c","c","c","a"
"76","a","b","b","b","a","b","a","a","b","a","b","c","c","a","a","a","a","c","a"
"77","b","a","a","b","a","c","a","a","b","b","c","a","b","a","a","a","c","a","b"
"78","b","a","c","b","c","a","b","a","b","c","a","b","b","c","a","a","a","b","a"
"79","b","c","c","b","b","a","a","b","b","b","a","b","b","a","a","a","a","a","a"
"80","a","b","c","b","a","b","a","a","a","a","a","b","c","c","c","a","c","c","a"
"81","c","c","b","b","b","c","a","b","c","c","a","b","b","b","a","a","c","c","a"
"82","a","c","c","b","b","c","a","a","b","b","a","a","b","a","a","b","a","b","a"
"83","a","a","b","b","a","b","a","a","a","c","c","c","c","a","a","a","b","b","a"
"84","a","c","a","b","a","c","a","a","c","b","c","a","b","a","b","c","a","a","a"
"85","b","c","b","b","b","a","a","a","b","b","c","c","b","c","a","b","a","c","a"
"86","a","a","c","c","a","b","b","b","c","c","a","b","a","b","b","b","a","c","b"
"87","a","a","a","a","c","a","b","a","b","b","c","a","b","c","a","a","b","a","c"
"88","c","a","b","a","c","b","a","c","b","b","c","c","c","b","c","a","b","c","c"
"89","b","c","b","b","b","b","a","b","b","a","c","c","b","c","a","a","a","b","b"
"90","b","c","c","b","a","c","a","a","c","a","b","c","b","c","b","b","b","b","c"
"91","a","c","a","c","a","b","a","a","a","b","c","a","c","a","b","a","c","a","a"
"92","b","a","a","c","b","b","a","b","b","c","a","b","a","c","b","c","b","b","a"
"93","a","a","a","b","c","c","a","c","b","a","b","a","a","a","c","a","a","c","a"
"94","b","a","b","c","a","b","a","a","a","a","a","b","a","a","a","b","c","c","b"
"95","b","c","a","c","a","a","a","a","a","b","c","c","c","b","b","b","a","a","b"
"96","b","c","b","c","c","a","b","a","b","b","c","b","a","a","c","c","b","a","b"
"97","c","c","b","b","b","c","b","a","b","a","c","a","b","c","a","a","c","c","a"
"98","a","a","a","b","c","a","a","c","b","c","c","b","b","b","c","c","c","b","b"
"99","b","a","b","b","a","a","a","a","a","b","c","a","c","c","a","a","a","c","b"
"100","a","a","a","b","c","c","a","c","b","b","c","a","b","a","a","c","a","a","b"
"101","b","a","b","b","b","c","a","b","b","b","b","c","b","a","a","c","a","c","a"
"102","b","c","c","b","b","a","a","a","a","c","b","b","a","a","c","c","c","c","a"
"103","b","a","c","b","a","c","a","a","c","c","c","b","a","a","c","b","c","c","a"
"104","a","a","a","b","a","a","a","a","b","c","c","c","b","b","c","c","c","a","b"
"105","b","a","c","b","c","c","a","c","b","b","c","a","c","c","a","a","a","b","a"
"106","a","a","a","c","a","b","a","a","c","b","c","c","c","b","b","a","a","a","a"
"107","a","a","c","a","c","a","c","a","b","b","c","c","c","b","b","a","b","b","c"
"108","a","a","a","b","c","b","b","a","c","a","c","a","b","c","c","a","c","c","b"
"109","a","c","a","a","a","a","a","a","b","b","a","a","c","c","a","a","a","a","a"
"110","b","a","b","c","a","a","a","a","b","b","c","b","a","a","c","c","c","c","b"
"111","c","c","b","b","b","b","a","a","b","c","a","b","b","b","c","c","c","c","a"
"112","b","c","c","b","a","c","a","a","a","b","c","c","b","a","c","a","c","a","b"
"113","b","c","b","c","b","b","a","b","b","b","c","b","a","a","a","a","a","a","a"
"114","a","b","a","b","b","a","a","c","a","c","b","b","a","b","a","c","a","a","a"
"115","a","a","b","b","a","b","a","a","b","b","c","b","a","a","a","a","c","c","b"
"116","b","a","c","a","a","a","a","a","c","b","c","b","b","a","b","c","c","b","c"
"117","c","c","c","b","b","c","a","b","a","c","b","b","a","a","a","a","a","c","a"
"118","a","c","b","c","b","b","a","b","b","b","c","b","b","c","a","a","a","c","c"
"119","c","a","c","a","b","a","a","b","a","b","a","b","c","b","a","a","a","a","a"
"120","c","a","c","c","c","b","a","c","b","b","b","a","b","c","b","b","b","c","a"
"121","b","c","b","b","c","a","b","a","b","c","b","c","a","a","c","c","c","c","a"
"122","a","c","c","c","a","c","a","a","b","b","c","c","b","a","b","a","a","a","a"
"123","a","a","a","a","c","c","a","c","b","b","b","b","a","a","b","c","a","a","a"
"124","b","c","c","a","c","c","a","a","b","c","c","a","b","b","b","a","b","b","b"
"125","b","a","a","c","a","c","a","a","b","c","a","b","a","b","c","c","c","c","b"
"126","b","c","b","c","a","b","a","a","c","a","c","b","a","b","a","a","a","b","b"
"127","b","b","a","b","b","c","a","c","b","a","b","a","b","c","a","b","a","a","a"
"128","b","c","b","b","b","a","c","b","c","c","b","a","c","b","a","c","c","c","a"
"129","a","c","b","c","c","a","a","c","b","b","b","c","b","b","a","a","a","a","c"
"130","b","c","b","b","a","c","b","b","a","c","a","b","a","a","c","c","c","c","a"
"131","a","c","b","b","b","b","a","b","b","a","b","c","c","c","a","a","a","c","c"
"132","b","c","c","c","c","b","a","a","a","b","c","c","c","c","a","a","b","b","c"
"133","b","a","a","b","a","c","a","a","b","b","c","a","b","b","a","b","c","a","c"
"134","a","a","a","b","a","b","b","c","b","b","c","a","b","c","a","a","a","a","a"
"135","b","a","a","b","a","b","b","a","b","a","c","c","c","c","c","c","c","c","b"
"136","c","c","c","a","b","b","b","a","a","b","c","b","a","a","a","c","c","c","a"
"137","c","c","c","a","a","b","a","a","b","b","c","a","c","b","a","b","a","a","a"
"138","a","a","b","b","c","c","a","a","b","a","c","c","c","c","c","c","a","c","a"
"139","a","a","a","b","a","c","a","a","b","b","c","a","c","c","a","a","b","b","c"
"140","a","a","a","b","c","c","b","a","b","b","a","b","b","c","a","a","a","a","a"
"141","c","c","b","b","a","b","a","a","a","b","c","a","b","c","c","c","c","c","a"
"142","a","b","b","b","c","c","a","c","b","b","c","a","c","a","c","c","c","c","a"
"143","c","a","a","a","b","a","a","a","b","b","c","a","b","a","a","a","a","a","a"
"144","c","a","b","a","b","a","a","b","b","b","c","c","c","a","c","a","c","b","c"
"145","b","c","b","b","c","b","b","a","b","b","b","b","c","c","a","a","b","c","b"
"146","b","c","c","b","a","a","a","a","c","b","b","a","b","c","a","a","c","c","a"
"147","a","a","a","b","a","b","a","a","a","b","b","a","c","a","a","a","a","a","a"
"148","a","c","c","b","a","c","b","b","a","c","b","c","b","b","a","a","a","c","c"
"149","b","c","b","b","a","b","a","a","b","b","c","b","a","c","a","a","a","c","a"
"150","c","c","c","c","c","a","a","c","b","a","a","a","b","c","c","a","c","c","a"
"151","a","c","a","c","b","b","a","b","c","b","c","a","a","a","b","b","a","a","a"
"152","a","a","a","c","c","a","a","c","b","a","a","c","a","b","c","a","c","c","b"
"153","a","c","b","b","a","b","a","a","b","c","b","c","b","b","b","b","b","b","c"
"154","b","c","b","b","a","c","a","a","b","c","b","c","b","b","a","c","a","c","a"
"155","c","b","b","b","a","c","a","a","b","b","a","b","a","a","a","b","a","a","a"
"156","a","a","a","c","c","a","a","c","b","b","c","b","a","a","a","a","c","c","b"
"157","a","a","a","b","a","a","a","a","c","b","b","c","a","a","a","c","c","a","b"
"158","a","c","c","b","b","a","a","b","b","a","b","a","c","c","a","b","a","c","a"
"159","b","a","c","b","a","c","a","a","c","b","c","c","c","b","b","b","b","b","c"
"160","a","a","a","c","a","b","a","a","b","b","c","a","b","c","a","a","a","a","a"
"161","c","c","c","b","c","a","b","a","b","b","c","a","a","a","a","a","a","a","a"
"162","c","a","b","b","a","c","a","a","b","b","c","a","b","a","a","a","c","c","b"
"163","a","a","a","a","a","b","b","a","b","b","c","c","a","a","a","b","a","a","a"
"164","c","a","c","a","a","b","a","a","a","a","c","b","a","a","a","a","a","c","a"
"165","a","a","b","b","b","c","c","b","a","b","c","b","a","b","a","a","a","c","a"
"166","a","c","b","c","b","c","a","a","b","b","c","b","b","a","a","c","a","c","a"
"167","a","a","a","c","b","b","a","b","c","b","c","a","c","c","b","b","a","c","a"
"168","a","a","a","a","c","b","a","c","b","c","a","b","a","a","a","a","a","a","a"
"169","a","a","c","b","a","b","a","a","b","c","c","c","c","c","a","a","c","c","b"
"170","a","a","b","b","a","a","a","a","a","b","a","b","a","a","a","a","c","c","b"
"171","c","c","b","b","c","a","a","c","b","b","c","b","a","a","a","a","a","c","a"
"172","a","a","c","b","c","a","a","c","a","c","a","b","c","c","b","b","a","c","c"
"173","b","c","b","b","a","c","a","a","a","c","a","b","a","a","a","a","a","b","a"
"174","b","a","a","b","a","c","a","a","a","a","b","c","a","a","c","a","c","c","b"
"175","a","b","a","a","a","a","b","a","c","a","c","a","b","c","a","c","a","a","a"
"176","a","a","c","a","a","c","a","a","c","c","a","b","a","a","a","a","c","c","b"
"177","b","a","a","b","a","a","a","a","c","b","c","a","a","c","a","a","a","a","c"
"178","a","c","a","a","a","a","a","a","c","b","c","c","c","b","b","c","a","a","a"
"179","a","b","a","a","b","a","a","c","c","b","b","c","c","c","a","c","a","a","a"
"180","c","a","b","b","c","c","a","a","b","c","a","b","a","a","b","b","a","a","b"
"181","a","a","a","b","a","c","b","a","c","c","c","b","a","a","a","c","c","c","b"
"182","a","c","c","b","b","b","a","b","a","b","c","a","c","c","a","a","a","c","a"
"183","b","c","c","b","a","b","a","a","a","b","c","a","c","c","a","b","a","a","a"
"184","b","b","a","b","a","c","b","a","a","b","c","c","c","c","c","c","a","a","a"
"185","b","c","b","c","b","a","a","a","b","a","b","c","a","a","c","b","c","c","a"
"186","b","c","c","c","c","a","a","a","a","b","c","b","a","a","a","a","a","a","a"
"187","a","a","c","c","b","b","a","b","b","a","c","c","a","a","a","a","a","b","b"
"188","a","c","b","c","b","c","b","c","c","b","b","c","b","c","c","c","c","c","b"
"189","a","a","a","b","a","b","a","a","b","b","a","b","a","a","a","b","a","a","a"
"190","a","a","a","a","a","a","b","b","c","b","a","b","a","a","a","a","a","a","a"
"191","c","c","c","c","c","b","a","c","b","b","c","b","a","a","a","a","c","b","a"
"192","a","a","a","b","a","c","a","b","b","b","b","b","a","a","b","c","a","a","a"
"193","b","c","a","c","a","a","a","a","a","b","c","b","a","a","b","b","b","a","b"
"194","c","a","c","a","a","c","a","a","c","b","b","c","a","a","a","a","a","b","a"
"195","b","a","c","b","c","c","a","c","a","b","c","b","a","a","c","c","c","c","b"
"196","b","c","b","b","a","b","a","a","a","b","c","b","a","a","a","a","a","c","a"
